"Time","Internet traffic data (in bits) from an ISP. Aggregated traffic in the United Kingdom academic network backbone. It was collected between 19 November 2004, at 09:30 hours and 27 January 2005, at 11:11 hours. Hourly data"
"2004-12-19 20:30:00",36951.304
"2004-12-19 21:30:00",35758.709
"2004-12-19 22:30:00",32441.922
"2004-12-19 23:30:00",30715.372
"2004-12-20 00:30:00",28830.639
"2004-12-20 01:30:00",26542.743
"2004-12-20 02:30:00",26224.939
"2004-12-20 03:30:00",23487.26
"2004-12-20 04:30:00",20869.443
"2004-12-20 05:30:00",19798.781
"2004-12-20 06:30:00",19097.233
"2004-12-20 07:30:00",23428.666
"2004-12-20 08:30:00",37113.117
"2004-12-20 09:30:00",51213.063
"2004-12-20 10:30:00",55277.663
"2004-12-20 11:30:00",61563.381
"2004-12-20 12:30:00",57839.506
"2004-12-20 13:30:00",62107.361
"2004-12-20 14:30:00",62452.658
"2004-12-20 15:30:00",57675.478
"2004-12-20 16:30:00",49158
"2004-12-20 17:30:00",43284.815
"2004-12-20 18:30:00",37339
"2004-12-20 19:30:00",37805.555
"2004-12-20 20:30:00",36243.734
"2004-12-20 21:30:00",37187.259
"2004-12-20 22:30:00",32884.517
"2004-12-20 23:30:00",33438.259
"2004-12-21 00:30:00",29468.713
"2004-12-21 01:30:00",29721.561
"2004-12-21 02:30:00",25637.167
"2004-12-21 03:30:00",25900.079
"2004-12-21 04:30:00",21456.617
"2004-12-21 05:30:00",22950.387
"2004-12-21 06:30:00",20403.919
"2004-12-21 07:30:00",26631.836
"2004-12-21 08:30:00",36782.57
"2004-12-21 09:30:00",50708.243
"2004-12-21 10:30:00",51507.191
"2004-12-21 11:30:00",58424.218
"2004-12-21 12:30:00",52840.301
"2004-12-21 13:30:00",59090.644
"2004-12-21 14:30:00",59571.861
"2004-12-21 15:30:00",52964.543
"2004-12-21 16:30:00",46270.417
"2004-12-21 17:30:00",36645.329
"2004-12-21 18:30:00",35733.083
"2004-12-21 19:30:00",33247.389
"2004-12-21 20:30:00",33239.894
"2004-12-21 21:30:00",33710.261
"2004-12-21 22:30:00",31312.26
"2004-12-21 23:30:00",30134.751
"2004-12-22 00:30:00",28624.124
"2004-12-22 01:30:00",25512.056
"2004-12-22 02:30:00",25495
"2004-12-22 03:30:00",21786.739
"2004-12-22 04:30:00",20951.45
"2004-12-22 05:30:00",19712.331
"2004-12-22 06:30:00",18701.43
"2004-12-22 07:30:00",23591.531
"2004-12-22 08:30:00",35423.737
"2004-12-22 09:30:00",44136.146
"2004-12-22 10:30:00",47695.237
"2004-12-22 11:30:00",47137.829
"2004-12-22 12:30:00",46683.674
"2004-12-22 13:30:00",47433.098
"2004-12-22 14:30:00",50014.865
"2004-12-22 15:30:00",46478.613
"2004-12-22 16:30:00",39609.965
"2004-12-22 17:30:00",35301.357
"2004-12-22 18:30:00",33985.428
"2004-12-22 19:30:00",34710.874
"2004-12-22 20:30:00",32660.628
"2004-12-22 21:30:00",33871.396
"2004-12-22 22:30:00",30761.781
"2004-12-22 23:30:00",30199.081
"2004-12-23 00:30:00",27877.183
"2004-12-23 01:30:00",24632.627
"2004-12-23 02:30:00",23710.409
"2004-12-23 03:30:00",20482.301
"2004-12-23 04:30:00",17392.248
"2004-12-23 05:30:00",18204.666
"2004-12-23 06:30:00",16945.357
"2004-12-23 07:30:00",18923.79
"2004-12-23 08:30:00",26469.404
"2004-12-23 09:30:00",32930.715
"2004-12-23 10:30:00",36777.726
"2004-12-23 11:30:00",37958.727
"2004-12-23 12:30:00",37925.079
"2004-12-23 13:30:00",39971.221
"2004-12-23 14:30:00",40344.584
"2004-12-23 15:30:00",37008.785
"2004-12-23 16:30:00",30729.976
"2004-12-23 17:30:00",28009
"2004-12-23 18:30:00",26971.9
"2004-12-23 19:30:00",27949.213
"2004-12-23 20:30:00",27066.488
"2004-12-23 21:30:00",26401.058
"2004-12-23 22:30:00",25821.855
"2004-12-23 23:30:00",24671.569
"2004-12-24 00:30:00",22633.353
"2004-12-24 01:30:00",21251
"2004-12-24 02:30:00",20521.92
"2004-12-24 03:30:00",18799.412
"2004-12-24 04:30:00",17496.172
"2004-12-24 05:30:00",16064.053
"2004-12-24 06:30:00",15887.429
"2004-12-24 07:30:00",17293.749
"2004-12-24 08:30:00",21540.954
"2004-12-24 09:30:00",24396.656
"2004-12-24 10:30:00",26817.559
"2004-12-24 11:30:00",26400.552
"2004-12-24 12:30:00",24812.899
"2004-12-24 13:30:00",24986.429
"2004-12-24 14:30:00",24604.676
"2004-12-24 15:30:00",22802
"2004-12-24 16:30:00",22827.461
"2004-12-24 17:30:00",22535.165
"2004-12-24 18:30:00",21558.418
"2004-12-24 19:30:00",20892.179
"2004-12-24 20:30:00",20476.839
"2004-12-24 21:30:00",20362.385
"2004-12-24 22:30:00",20327.912
"2004-12-24 23:30:00",19343.392
"2004-12-25 00:30:00",19172.282
"2004-12-25 01:30:00",19308.177
"2004-12-25 02:30:00",18235.216
"2004-12-25 03:30:00",17360.129
"2004-12-25 04:30:00",15575.546
"2004-12-25 05:30:00",14152.229
"2004-12-25 06:30:00",14173.574
"2004-12-25 07:30:00",15184.257
"2004-12-25 08:30:00",21113.77
"2004-12-25 09:30:00",22428.722
"2004-12-25 10:30:00",24044.638
"2004-12-25 11:30:00",24845.329
"2004-12-25 12:30:00",25715.038
"2004-12-25 13:30:00",26736.956
"2004-12-25 14:30:00",27779.443
"2004-12-25 15:30:00",28273.879
"2004-12-25 16:30:00",28976.265
"2004-12-25 17:30:00",28739.676
"2004-12-25 18:30:00",28455
"2004-12-25 19:30:00",28431.898
"2004-12-25 20:30:00",28827.161
"2004-12-25 21:30:00",27726.662
"2004-12-25 22:30:00",27933.401
"2004-12-25 23:30:00",27631.764
"2004-12-26 00:30:00",26679.653
"2004-12-26 01:30:00",25649.063
"2004-12-26 02:30:00",24691.263
"2004-12-26 03:30:00",24209.626
"2004-12-26 04:30:00",23880.931
"2004-12-26 05:30:00",22541.622
"2004-12-26 06:30:00",21776.712
"2004-12-26 07:30:00",21336.543
"2004-12-26 08:30:00",21393.846
"2004-12-26 09:30:00",22726.821
"2004-12-26 10:30:00",23928.407
"2004-12-26 11:30:00",24331.993
"2004-12-26 12:30:00",20298.579
"2004-12-26 13:30:00",18775.397
"2004-12-26 14:30:00",19348.032
"2004-12-26 15:30:00",20638.221
"2004-12-26 16:30:00",22230.216
"2004-12-26 17:30:00",21667.737
"2004-12-26 18:30:00",23316.099
"2004-12-26 19:30:00",22862.054
"2004-12-26 20:30:00",23406.881
"2004-12-26 21:30:00",22697.629
"2004-12-26 22:30:00",22619.467
"2004-12-26 23:30:00",22160.219
"2004-12-27 00:30:00",20476.11
"2004-12-27 01:30:00",19904.388
"2004-12-27 02:30:00",17994.467
"2004-12-27 03:30:00",16211.57
"2004-12-27 04:30:00",15064.067
"2004-12-27 05:30:00",14051.746
"2004-12-27 06:30:00",13486.742
"2004-12-27 07:30:00",13983.505
"2004-12-27 08:30:00",14715.408
"2004-12-27 09:30:00",16112.639
"2004-12-27 10:30:00",16822.193
"2004-12-27 11:30:00",18654.718
"2004-12-27 12:30:00",19229.026
"2004-12-27 13:30:00",20141.381
"2004-12-27 14:30:00",21200.782
"2004-12-27 15:30:00",21890.387
"2004-12-27 16:30:00",22225.133
"2004-12-27 17:30:00",22939.522
"2004-12-27 18:30:00",23633.145
"2004-12-27 19:30:00",23304.475
"2004-12-27 20:30:00",23417.832
"2004-12-27 21:30:00",22635.135
"2004-12-27 22:30:00",22240.119
"2004-12-27 23:30:00",21501.034
"2004-12-28 00:30:00",20152
"2004-12-28 01:30:00",18642.491
"2004-12-28 02:30:00",17647.022
"2004-12-28 03:30:00",15913.847
"2004-12-28 04:30:00",14536.836
"2004-12-28 05:30:00",13743.076
"2004-12-28 06:30:00",13321.255
"2004-12-28 07:30:00",14209.925
"2004-12-28 08:30:00",14941.593
"2004-12-28 09:30:00",16298.652
"2004-12-28 10:30:00",18673.34
"2004-12-28 11:30:00",21439.633
"2004-12-28 12:30:00",23718.683
"2004-12-28 13:30:00",23734.571
"2004-12-28 14:30:00",24990.919
"2004-12-28 15:30:00",25603.185
"2004-12-28 16:30:00",24600.696
"2004-12-28 17:30:00",25684.423
"2004-12-28 18:30:00",27233.76
"2004-12-28 19:30:00",27314.167
"2004-12-28 20:30:00",26203.323
"2004-12-28 21:30:00",25719.303
"2004-12-28 22:30:00",24921.438
"2004-12-28 23:30:00",24970.121
"2004-12-29 00:30:00",23696.543
"2004-12-29 01:30:00",22344.462
"2004-12-29 02:30:00",20946.821
"2004-12-29 03:30:00",19607
"2004-12-29 04:30:00",17946.641
"2004-12-29 05:30:00",17525.998
"2004-12-29 06:30:00",17418.067
"2004-12-29 07:30:00",17959.679
"2004-12-29 08:30:00",19334.402
"2004-12-29 09:30:00",21867.126
"2004-12-29 10:30:00",24377.758
"2004-12-29 11:30:00",26851.249
"2004-12-29 12:30:00",27849
"2004-12-29 13:30:00",30094.446
"2004-12-29 14:30:00",30372.342
"2004-12-29 15:30:00",28899.462
"2004-12-29 16:30:00",28352.619
"2004-12-29 17:30:00",28100.605
"2004-12-29 18:30:00",28215.075
"2004-12-29 19:30:00",27934.238
"2004-12-29 20:30:00",27383.755
"2004-12-29 21:30:00",27738.863
"2004-12-29 22:30:00",28204.727
"2004-12-29 23:30:00",26286.573
"2004-12-30 00:30:00",24352.96
"2004-12-30 01:30:00",22965.429
"2004-12-30 02:30:00",22478.5
"2004-12-30 03:30:00",19878.323
"2004-12-30 04:30:00",18504.505
"2004-12-30 05:30:00",17322.695
"2004-12-30 06:30:00",16273.429
"2004-12-30 07:30:00",16296.631
"2004-12-30 08:30:00",18311.14
"2004-12-30 09:30:00",21070.061
"2004-12-30 10:30:00",23790.386
"2004-12-30 11:30:00",23778.621
"2004-12-30 12:30:00",25567.235
"2004-12-30 13:30:00",27734.565
"2004-12-30 14:30:00",28055.149
"2004-12-30 15:30:00",28079.657
"2004-12-30 16:30:00",27576.117
"2004-12-30 17:30:00",28270.9
"2004-12-30 18:30:00",27378.473
"2004-12-30 19:30:00",26483.674
"2004-12-30 20:30:00",27544.475
"2004-12-30 21:30:00",27030.959
"2004-12-30 22:30:00",26585.669
"2004-12-30 23:30:00",26611.222
"2004-12-31 00:30:00",24389.69
"2004-12-31 01:30:00",22038.8
"2004-12-31 02:30:00",21501.086
"2004-12-31 03:30:00",19083.093
"2004-12-31 04:30:00",18215.985
"2004-12-31 05:30:00",17021.088
"2004-12-31 06:30:00",15807.881
"2004-12-31 07:30:00",16374.761
"2004-12-31 08:30:00",17422.672
"2004-12-31 09:30:00",19861.057
"2004-12-31 10:30:00",22401.844
"2004-12-31 11:30:00",23639.306
"2004-12-31 12:30:00",24356.721
"2004-12-31 13:30:00",25165.505
"2004-12-31 14:30:00",25465.093
"2004-12-31 15:30:00",26454.851
"2004-12-31 16:30:00",25020.643
"2004-12-31 17:30:00",23902.1
"2004-12-31 18:30:00",23502.631
"2004-12-31 19:30:00",22863.664
"2004-12-31 20:30:00",21647.46
"2004-12-31 21:30:00",21278.565
"2004-12-31 22:30:00",20755.185
"2004-12-31 23:30:00",20180.995
"2005-01-01 00:30:00",19797.134
"2005-01-01 01:30:00",18850.124
"2005-01-01 02:30:00",18190.986
"2005-01-01 03:30:00",16869.629
"2005-01-01 04:30:00",15704.14
"2005-01-01 05:30:00",14784.621
"2005-01-01 06:30:00",13976.59
"2005-01-01 07:30:00",14012.651
"2005-01-01 08:30:00",14051.664
"2005-01-01 09:30:00",14764.426
"2005-01-01 10:30:00",15900.625
"2005-01-01 11:30:00",17985.56
"2005-01-01 12:30:00",20102.603
"2005-01-01 13:30:00",22012.264
"2005-01-01 14:30:00",22828.645
"2005-01-01 15:30:00",24594.295
"2005-01-01 16:30:00",25318.781
"2005-01-01 17:30:00",24799.757
"2005-01-01 18:30:00",26044.47
"2005-01-01 19:30:00",25734.557
"2005-01-01 20:30:00",26225.869
"2005-01-01 21:30:00",25705.881
"2005-01-01 22:30:00",26067.559
"2005-01-01 23:30:00",25751.947
"2005-01-02 00:30:00",23849.388
"2005-01-02 01:30:00",21562.882
"2005-01-02 02:30:00",20420.515
"2005-01-02 03:30:00",19032.913
"2005-01-02 04:30:00",17862.727
"2005-01-02 05:30:00",16548.415
"2005-01-02 06:30:00",16170.455
"2005-01-02 07:30:00",15980.663
"2005-01-02 08:30:00",16184.791
"2005-01-02 09:30:00",18150.363
"2005-01-02 10:30:00",19275.639
"2005-01-02 11:30:00",20394.194
"2005-01-02 12:30:00",22101.955
"2005-01-02 13:30:00",24495.611
"2005-01-02 14:30:00",26081.455
"2005-01-02 15:30:00",26150.426
"2005-01-02 16:30:00",27837.682
"2005-01-02 17:30:00",27521.403
"2005-01-02 18:30:00",26461.159
"2005-01-02 19:30:00",26606.654
"2005-01-02 20:30:00",27233.506
"2005-01-02 21:30:00",27635.365
"2005-01-02 22:30:00",26539.796
"2005-01-02 23:30:00",25321.249
"2005-01-03 00:30:00",23790.448
"2005-01-03 01:30:00",22250.555
"2005-01-03 02:30:00",21003.252
"2005-01-03 03:30:00",19804.819
"2005-01-03 04:30:00",17871.791
"2005-01-03 05:30:00",17230.231
"2005-01-03 06:30:00",16807.655
"2005-01-03 07:30:00",16693.351
"2005-01-03 08:30:00",16996.88
"2005-01-03 09:30:00",19416.103
"2005-01-03 10:30:00",22224.552
"2005-01-03 11:30:00",23807.755
"2005-01-03 12:30:00",25446.967
"2005-01-03 13:30:00",27278.762
"2005-01-03 14:30:00",29072.368
"2005-01-03 15:30:00",30504.295
"2005-01-03 16:30:00",30682.671
"2005-01-03 17:30:00",30168.187
"2005-01-03 18:30:00",29858.978
"2005-01-03 19:30:00",28894.814
"2005-01-03 20:30:00",28499.38
"2005-01-03 21:30:00",28814.225
"2005-01-03 22:30:00",27101.334
"2005-01-03 23:30:00",26732.078
"2005-01-04 00:30:00",24864.067
"2005-01-04 01:30:00",22244.838
"2005-01-04 02:30:00",20747
"2005-01-04 03:30:00",18484.26
"2005-01-04 04:30:00",16768.052
"2005-01-04 05:30:00",16424.572
"2005-01-04 06:30:00",15742.976
"2005-01-04 07:30:00",18206.641
"2005-01-04 08:30:00",27849.805
"2005-01-04 09:30:00",35989.396
"2005-01-04 10:30:00",39735.391
"2005-01-04 11:30:00",44037.765
"2005-01-04 12:30:00",46568.684
"2005-01-04 13:30:00",48831.337
"2005-01-04 14:30:00",50967.072
"2005-01-04 15:30:00",48968.153
"2005-01-04 16:30:00",42708.239
"2005-01-04 17:30:00",37191.451
"2005-01-04 18:30:00",34996.864
"2005-01-04 19:30:00",35480.443
"2005-01-04 20:30:00",33813.369
"2005-01-04 21:30:00",30848.775
"2005-01-04 22:30:00",29975.598
"2005-01-04 23:30:00",29963.9
"2005-01-05 00:30:00",27607.799
"2005-01-05 01:30:00",24792.159
"2005-01-05 02:30:00",23303.716
"2005-01-05 03:30:00",20890.733
"2005-01-05 04:30:00",18515.384
"2005-01-05 05:30:00",18331.986
"2005-01-05 06:30:00",18569.849
"2005-01-05 07:30:00",22750
"2005-01-05 08:30:00",37968.274
"2005-01-05 09:30:00",50746.821
"2005-01-05 10:30:00",57359.305
"2005-01-05 11:30:00",62248.807
"2005-01-05 12:30:00",63315.952
"2005-01-05 13:30:00",65428.424
"2005-01-05 14:30:00",65532.986
"2005-01-05 15:30:00",62734.525
"2005-01-05 16:30:00",52272.378
"2005-01-05 17:30:00",43950.101
"2005-01-05 18:30:00",42766.869
"2005-01-05 19:30:00",40088.315
"2005-01-05 20:30:00",37992.814
"2005-01-05 21:30:00",37914.25
"2005-01-05 22:30:00",36212.272
"2005-01-05 23:30:00",35050.596
"2005-01-06 00:30:00",31179.654
"2005-01-06 01:30:00",27818.518
"2005-01-06 02:30:00",26068.776
"2005-01-06 03:30:00",23589.525
"2005-01-06 04:30:00",21468.305
"2005-01-06 05:30:00",20843.14
"2005-01-06 06:30:00",20406.704
"2005-01-06 07:30:00",25379
"2005-01-06 08:30:00",41403
"2005-01-06 09:30:00",53865.354
"2005-01-06 10:30:00",58150.838
"2005-01-06 11:30:00",63871.607
"2005-01-06 12:30:00",65286
"2005-01-06 13:30:00",71860.86
"2005-01-06 14:30:00",70495.547
"2005-01-06 15:30:00",65613.89
"2005-01-06 16:30:00",53550.737
"2005-01-06 17:30:00",44919.742
"2005-01-06 18:30:00",43110.453
"2005-01-06 19:30:00",39991.752
"2005-01-06 20:30:00",39543.973
"2005-01-06 21:30:00",38222
"2005-01-06 22:30:00",38141.738
"2005-01-06 23:30:00",35597.481
"2005-01-07 00:30:00",31792.418
"2005-01-07 01:30:00",28448.589
"2005-01-07 02:30:00",26367.854
"2005-01-07 03:30:00",23087.896
"2005-01-07 04:30:00",21508.494
"2005-01-07 05:30:00",20063.59
"2005-01-07 06:30:00",20411.716
"2005-01-07 07:30:00",24864.673
"2005-01-07 08:30:00",42038.144
"2005-01-07 09:30:00",55457.757
"2005-01-07 10:30:00",60748
"2005-01-07 11:30:00",67098.495
"2005-01-07 12:30:00",68015.165
"2005-01-07 13:30:00",70865.531
"2005-01-07 14:30:00",70719.964
"2005-01-07 15:30:00",63011.88
"2005-01-07 16:30:00",51604.325
"2005-01-07 17:30:00",44103.827
"2005-01-07 18:30:00",41607.807
"2005-01-07 19:30:00",41004.426
"2005-01-07 20:30:00",40550.415
"2005-01-07 21:30:00",40956.741
"2005-01-07 22:30:00",38546.734
"2005-01-07 23:30:00",36440.859
"2005-01-08 00:30:00",34790
"2005-01-08 01:30:00",32128.139
"2005-01-08 02:30:00",30236.031
"2005-01-08 03:30:00",27345.855
"2005-01-08 04:30:00",24921.495
"2005-01-08 05:30:00",22680.415
"2005-01-08 06:30:00",21741.234
"2005-01-08 07:30:00",21444.687
"2005-01-08 08:30:00",22939.257
"2005-01-08 09:30:00",26122.281
"2005-01-08 10:30:00",29728.82
"2005-01-08 11:30:00",33702.908
"2005-01-08 12:30:00",35258.433
"2005-01-08 13:30:00",37460.551
"2005-01-08 14:30:00",39637.482
"2005-01-08 15:30:00",40900.252
"2005-01-08 16:30:00",40550
"2005-01-08 17:30:00",40380.342
"2005-01-08 18:30:00",40032.159
"2005-01-08 19:30:00",40349.412
"2005-01-08 20:30:00",38902.108
"2005-01-08 21:30:00",40225
"2005-01-08 22:30:00",38955.145
"2005-01-08 23:30:00",35681.537
"2005-01-09 00:30:00",34216.795
"2005-01-09 01:30:00",32224.923
"2005-01-09 02:30:00",29815.934
"2005-01-09 03:30:00",28167.133
"2005-01-09 04:30:00",26203.648
"2005-01-09 05:30:00",24066.743
"2005-01-09 06:30:00",23397.901
"2005-01-09 07:30:00",23111.603
"2005-01-09 08:30:00",23747.755
"2005-01-09 09:30:00",26277.73
"2005-01-09 10:30:00",30809.66
"2005-01-09 11:30:00",34010.483
"2005-01-09 12:30:00",37324.724
"2005-01-09 13:30:00",40785.34
"2005-01-09 14:30:00",43454.434
"2005-01-09 15:30:00",45943.661
"2005-01-09 16:30:00",48492.247
"2005-01-09 17:30:00",46261
"2005-01-09 18:30:00",46770.491
"2005-01-09 19:30:00",44970.613
"2005-01-09 20:30:00",47440.082
"2005-01-09 21:30:00",44408.394
"2005-01-09 22:30:00",43246.698
"2005-01-09 23:30:00",40382.484
"2005-01-10 00:30:00",37690.531
"2005-01-10 01:30:00",35836.879
"2005-01-10 02:30:00",30440.058
"2005-01-10 03:30:00",27988.312
"2005-01-10 04:30:00",24342.043
"2005-01-10 05:30:00",24663.893
"2005-01-10 06:30:00",24693.199
"2005-01-10 07:30:00",29764.596
"2005-01-10 08:30:00",51098.782
"2005-01-10 09:30:00",65434.839
"2005-01-10 10:30:00",75500.24
"2005-01-10 11:30:00",80879.43
"2005-01-10 12:30:00",82928.162
"2005-01-10 13:30:00",86484.114
"2005-01-10 14:30:00",84129.683
"2005-01-10 15:30:00",80838.75
"2005-01-10 16:30:00",69806.62
"2005-01-10 17:30:00",60442.302
"2005-01-10 18:30:00",57893.216
"2005-01-10 19:30:00",55520.532
"2005-01-10 20:30:00",52585.443
"2005-01-10 21:30:00",49760.123
"2005-01-10 22:30:00",48224.39
"2005-01-10 23:30:00",45987.511
"2005-01-11 00:30:00",41514.941
"2005-01-11 01:30:00",37703.548
"2005-01-11 02:30:00",34145.769
"2005-01-11 03:30:00",31531.413
"2005-01-11 04:30:00",28465.984
"2005-01-11 05:30:00",27146.78
"2005-01-11 06:30:00",27335.194
"2005-01-11 07:30:00",33151.088
"2005-01-11 08:30:00",51936.668
"2005-01-11 09:30:00",68482.557
"2005-01-11 10:30:00",75787.576
"2005-01-11 11:30:00",83365.344
"2005-01-11 12:30:00",84502.522
"2005-01-11 13:30:00",87032.397
"2005-01-11 14:30:00",88326.351
"2005-01-11 15:30:00",83532.089
"2005-01-11 16:30:00",70753.798
"2005-01-11 17:30:00",63151.965
"2005-01-11 18:30:00",60456.745
"2005-01-11 19:30:00",57841.067
"2005-01-11 20:30:00",54575.089
"2005-01-11 21:30:00",51863.713
"2005-01-11 22:30:00",49946.726
"2005-01-11 23:30:00",47080.881
"2005-01-12 00:30:00",41783.499
"2005-01-12 01:30:00",37975.983
"2005-01-12 02:30:00",33167.958
"2005-01-12 03:30:00",30038.487
"2005-01-12 04:30:00",27638.989
"2005-01-12 05:30:00",26282.537
"2005-01-12 06:30:00",25804.474
"2005-01-12 07:30:00",31381.88
"2005-01-12 08:30:00",51816.207
"2005-01-12 09:30:00",66859.085
"2005-01-12 10:30:00",77189.127
"2005-01-12 11:30:00",82692.425
"2005-01-12 12:30:00",81659.91
"2005-01-12 13:30:00",86444.363
"2005-01-12 14:30:00",82859.11
"2005-01-12 15:30:00",77384.708
"2005-01-12 16:30:00",67721.783
"2005-01-12 17:30:00",60678.97
"2005-01-12 18:30:00",57547.755
"2005-01-12 19:30:00",55569.386
"2005-01-12 20:30:00",53176.342
"2005-01-12 21:30:00",50684.455
"2005-01-12 22:30:00",50346.594
"2005-01-12 23:30:00",47423.552
"2005-01-13 00:30:00",40776.992
"2005-01-13 01:30:00",36440.929
"2005-01-13 02:30:00",32896.34
"2005-01-13 03:30:00",30102.557
"2005-01-13 04:30:00",27515.388
"2005-01-13 05:30:00",26094.477
"2005-01-13 06:30:00",27032.69
"2005-01-13 07:30:00",32997.09
"2005-01-13 08:30:00",53806.518
"2005-01-13 09:30:00",68904.885
"2005-01-13 10:30:00",76661
"2005-01-13 11:30:00",82263.873
"2005-01-13 12:30:00",81962.436
"2005-01-13 13:30:00",85987
"2005-01-13 14:30:00",88519.821
"2005-01-13 15:30:00",79226.449
"2005-01-13 16:30:00",67510
"2005-01-13 17:30:00",57696.836
"2005-01-13 18:30:00",54627.957
"2005-01-13 19:30:00",53143.33
"2005-01-13 20:30:00",51379.964
"2005-01-13 21:30:00",49175.221
"2005-01-13 22:30:00",45505.509
"2005-01-13 23:30:00",42858.76
"2005-01-14 00:30:00",41231.216
"2005-01-14 01:30:00",36984.837
"2005-01-14 02:30:00",32155.105
"2005-01-14 03:30:00",28955.142
"2005-01-14 04:30:00",26034.376
"2005-01-14 05:30:00",24392.796
"2005-01-14 06:30:00",24334.843
"2005-01-14 07:30:00",29914.207
"2005-01-14 08:30:00",51495.863
"2005-01-14 09:30:00",67809.503
"2005-01-14 10:30:00",75192
"2005-01-14 11:30:00",78875.741
"2005-01-14 12:30:00",76366
"2005-01-14 13:30:00",83394.877
"2005-01-14 14:30:00",82946.587
"2005-01-14 15:30:00",76679.613
"2005-01-14 16:30:00",64796.916
"2005-01-14 17:30:00",56124.693
"2005-01-14 18:30:00",53280.228
"2005-01-14 19:30:00",48221.629
"2005-01-14 20:30:00",46033.793
"2005-01-14 21:30:00",45625.539
"2005-01-14 22:30:00",44094.722
"2005-01-14 23:30:00",41101.212
"2005-01-15 00:30:00",39541.822
"2005-01-15 01:30:00",36369.953
"2005-01-15 02:30:00",32676.867
"2005-01-15 03:30:00",30031.226
"2005-01-15 04:30:00",26716.3
"2005-01-15 05:30:00",24675.882
"2005-01-15 06:30:00",24103
"2005-01-15 07:30:00",25035.907
"2005-01-15 08:30:00",26755.64
"2005-01-15 09:30:00",29912.323
"2005-01-15 10:30:00",34991.435
"2005-01-15 11:30:00",39918.805
"2005-01-15 12:30:00",43022.172
"2005-01-15 13:30:00",46200.303
"2005-01-15 14:30:00",48614.998
"2005-01-15 15:30:00",48804
"2005-01-15 16:30:00",47338.928
"2005-01-15 17:30:00",47443.242
"2005-01-15 18:30:00",48256.288
"2005-01-15 19:30:00",46432.606
"2005-01-15 20:30:00",44573.049
"2005-01-15 21:30:00",44424.943
"2005-01-15 22:30:00",42881.47
"2005-01-15 23:30:00",42708.612
"2005-01-16 00:30:00",41804.792
"2005-01-16 01:30:00",38624.961
"2005-01-16 02:30:00",35508.176
"2005-01-16 03:30:00",31981.714
"2005-01-16 04:30:00",29676.683
"2005-01-16 05:30:00",27855.241
"2005-01-16 06:30:00",25890.291
"2005-01-16 07:30:00",25271.115
"2005-01-16 08:30:00",25763.44
"2005-01-16 09:30:00",29307.437
"2005-01-16 10:30:00",35653.139
"2005-01-16 11:30:00",40418.776
"2005-01-16 12:30:00",44502.169
"2005-01-16 13:30:00",48511.75
"2005-01-16 14:30:00",51597.435
"2005-01-16 15:30:00",52835.384
"2005-01-16 16:30:00",54001.436
"2005-01-16 17:30:00",52162.66
"2005-01-16 18:30:00",51823.495
"2005-01-16 19:30:00",49528.352
"2005-01-16 20:30:00",48228.811
"2005-01-16 21:30:00",46465.78
"2005-01-16 22:30:00",45900.697
"2005-01-16 23:30:00",43597.901
"2005-01-17 00:30:00",39031.181
"2005-01-17 01:30:00",33858.064
"2005-01-17 02:30:00",30378.535
"2005-01-17 03:30:00",27570.667
"2005-01-17 04:30:00",24791.568
"2005-01-17 05:30:00",23937.978
"2005-01-17 06:30:00",25371.364
"2005-01-17 07:30:00",31794.255
"2005-01-17 08:30:00",53095.115
"2005-01-17 09:30:00",70836.868
"2005-01-17 10:30:00",80240.203
"2005-01-17 11:30:00",86194.282
"2005-01-17 12:30:00",88114.516
"2005-01-17 13:30:00",91497.415
"2005-01-17 14:30:00",91236.627
"2005-01-17 15:30:00",86146
"2005-01-17 16:30:00",75096.557
"2005-01-17 17:30:00",65621.994
"2005-01-17 18:30:00",61962.989
"2005-01-17 19:30:00",58191.774
"2005-01-17 20:30:00",55610.998
"2005-01-17 21:30:00",52916.798
"2005-01-17 22:30:00",51392.656
"2005-01-17 23:30:00",47291.624
"2005-01-18 00:30:00",44060
"2005-01-18 01:30:00",40101
"2005-01-18 02:30:00",36330.336
"2005-01-18 03:30:00",33388.683
"2005-01-18 04:30:00",30884.998
"2005-01-18 05:30:00",29121.567
"2005-01-18 06:30:00",28727.922
"2005-01-18 07:30:00",32877.664
"2005-01-18 08:30:00",52992.394
"2005-01-18 09:30:00",70739.936
"2005-01-18 10:30:00",79420.901
"2005-01-18 11:30:00",87514.441
"2005-01-18 12:30:00",89891.392
"2005-01-18 13:30:00",92363
"2005-01-18 14:30:00",89571.902
"2005-01-18 15:30:00",85473.407
"2005-01-18 16:30:00",77338.43
"2005-01-18 17:30:00",69810.495
"2005-01-18 18:30:00",66369.91
"2005-01-18 19:30:00",64685.894
"2005-01-18 20:30:00",60561.428
"2005-01-18 21:30:00",56976.181
"2005-01-18 22:30:00",55580.169
"2005-01-18 23:30:00",51060.461
"2005-01-19 00:30:00",45823.617
"2005-01-19 01:30:00",40641.572
"2005-01-19 02:30:00",36518.392
"2005-01-19 03:30:00",32445.851
"2005-01-19 04:30:00",30447.445
"2005-01-19 05:30:00",30336.597
"2005-01-19 06:30:00",30074.836
"2005-01-19 07:30:00",35615.377
"2005-01-19 08:30:00",56472.92
"2005-01-19 09:30:00",74758.278
"2005-01-19 10:30:00",80625.153
